Role1,State,Year,Type,Perc
Decision influencer,Wisconsin,2017,PRE,0
Decision influencer,Wisconsin,2017,PRE,0
Decision influencer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Decision influencer,Wisconsin,2017,PRE,0
Decision influencer,Wisconsin,2017,PRE,2.469135802
Decision influencer,Wisconsin,2017,PRE,10.00246975
Decision influencer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Decision influencer,Wisconsin,2017,PRE,0
Decision influencer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Decision influencer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Decision influencer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Decision influencer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Decision influencer,Wisconsin,2017,PRE,0
Decision influencer,Wisconsin,2017,PRE,0
Decision influencer,Wisconsin,2017,PRE,5.001852538
Decision influencer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Decision influencer,Wisconsin,2017,PRE,11.10928152
Decision influencer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Decision influencer,Wisconsin,2017,PRE,0
Decision influencer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Decision influencer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Decision influencer,Wisconsin,2017,PRE,0
Decision influencer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Decision influencer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Decision influencer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Decision influencer,Wisconsin,2017,PRE,0
Decision influencer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Decision influencer,Wisconsin,2017,PRE,50
Farmer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,21.875
Farmer,Wisconsin,2017,PRE,0
Decision influencer,Wisconsin,2017,PRE,0
Decision influencer,Wisconsin,2017,PRE,0
Decision influencer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Decision influencer,Wisconsin,2017,PRE,0
Decision influencer,Wisconsin,2017,PRE,0
Decision influencer,Wisconsin,2017,PRE,0
Decision influencer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,32.65306122
Decision influencer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Decision influencer,Nebraska,2017,PRE,80.00988386
Farmer,Nebraska,2017,PRE,0
Decision influencer,Nebraska,2017,PRE,53.33421191
Decision influencer,Nebraska,2017,PRE,66.66666667
Farmer,Nebraska,2017,PRE,0
Decision influencer,Nebraska,2017,PRE,16.66611755
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,100
Farmer,Nebraska,2017,PRE,0
Decision influencer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Decision influencer,Nebraska,2017,PRE,0
Decision influencer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Decision influencer,Nebraska,2017,PRE,33.33388245
Farmer,Nebraska,2017,PRE,0
Decision influencer,Nebraska,2017,PRE,2.499413138
Farmer,Nebraska,2017,PRE,7.499474913
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Decision influencer,Nebraska,2017,PRE,3.332564576
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,100
Farmer,Nebraska,2017,PRE,0
,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,50
Decision influencer,Nebraska,2017,PRE,0
Decision influencer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,20.01977261
Decision influencer,Nebraska,2017,PRE,5.000061775
Decision influencer,Nebraska,2017,PRE,24.69135802
Farmer,Nebraska,2017,PRE,50
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,100
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,100
Farmer,Nebraska,2017,PRE,40
Farmer,Nebraska,2017,PRE,25
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Decision influencer,Nebraska,2017,PRE,4.000039536
Decision influencer,Nebraska,2017,PRE,4.998888038
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Decision influencer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Decision influencer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Decision influencer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,49.98764517
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Decision influencer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Decision influencer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Decision influencer,Nebraska,2017,PRE,3.998023227
Decision influencer,Nebraska,2017,PRE,7.692453906
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
,Nebraska,2017,PRE,0
,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Decision influencer,Nebraska,2017,PRE,0
Decision influencer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Decision influencer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Decision influencer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Decision influencer,Nebraska,2017,PRE,3.331686023
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,38.88812629
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,100
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,26.68863262
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Decision influencer,Nebraska,2017,PRE,0
Decision influencer,Nebraska,2017,PRE,0
Decision influencer,Nebraska,2017,PRE,35.714437
Farmer,Nebraska,2017,PRE,0
Decision influencer,Nebraska,2017,PRE,10.00012355
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,100
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Decision influencer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Decision influencer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Decision influencer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,100
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Decision influencer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Decision influencer,Nebraska,2017,PRE,20.00049421
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,70.00247097
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,100
Farmer,Nebraska,2017,PRE,0
Decision influencer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Decision influencer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,59.98023715
Decision influencer,Nebraska,2017,PRE,50.00123551
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Decision influencer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Decision influencer,Nebraska,2017,PRE,0
Decision influencer,Nebraska,2017,PRE,10.0002471
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Decision influencer,Nebraska,2017,PRE,0.833137713
Decision influencer,Nebraska,2017,PRE,80.00197682
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Decision influencer,Nebraska,2017,PRE,6.248455646
Farmer,Nebraska,2017,PRE,0
Decision influencer,Nebraska,2017,PRE,0
Decision influencer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,100
Farmer,Nebraska,2017,PRE,0
Decision influencer,Nebraska,2017,PRE,0
Decision influencer,Nebraska,2017,PRE,5.000617742
Farmer,Nebraska,2017,PRE,0
Decision influencer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Farmer,Nebraska,2017,PRE,0
Decision influencer,Nebraska,2017,PRE,0
Decision influencer,Nebraska,2017,PRE,0
Decision influencer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
,Wisconsin,2018,PRE,0
Decision influencer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,100
Farmer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,100
Farmer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Decision influencer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Decision influencer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Decision influencer,Wisconsin,2018,PRE,0
Decision influencer,Wisconsin,2018,PRE,100
Farmer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,100
Farmer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Decision influencer,Wisconsin,2018,PRE,8.316179498
Decision influencer,Wisconsin,2018,PRE,0
Decision influencer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Decision influencer,Wisconsin,2018,PRE,0
Decision influencer,Wisconsin,2018,PRE,3.833049404
Decision influencer,Wisconsin,2018,PRE,30.00740924
Decision influencer,Wisconsin,2018,PRE,0
Decision influencer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,13.15789474
Decision influencer,Wisconsin,2018,PRE,0
Decision influencer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Decision influencer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Decision influencer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,3.073770492
Farmer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Decision influencer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Decision influencer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Decision influencer,Wisconsin,2018,PRE,0
Decision influencer,Wisconsin,2018,PRE,0
Decision influencer,Wisconsin,2018,PRE,10.00370508
Decision influencer,Wisconsin,2018,PRE,8.316179498
Farmer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Decision influencer,Wisconsin,2018,PRE,16.0005928
Decision influencer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Decision influencer,Wisconsin,2018,PRE,0
Decision influencer,Wisconsin,2018,PRE,25.00771843
Farmer,Wisconsin,2018,PRE,0
Decision influencer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Decision influencer,Wisconsin,2018,PRE,0
Decision influencer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Decision influencer,Wisconsin,2018,PRE,4.001580871
Farmer,Wisconsin,2018,PRE,0
Decision influencer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Decision influencer,Wisconsin,2018,PRE,0
Decision influencer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Decision influencer,Wisconsin,2018,PRE,50
Farmer,Wisconsin,2018,PRE,18.60465116
Farmer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,60
Farmer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,19.75308642
Decision influencer,Wisconsin,2018,PRE,0
Decision influencer,Wisconsin,2018,PRE,1.386029916
Decision influencer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,0
Decision influencer,Wisconsin,2018,PRE,0
Decision influencer,Wisconsin,2018,PRE,0
Decision influencer,Wisconsin,2018,PRE,0
Decision influencer,Wisconsin,2018,PRE,0
Farmer,Wisconsin,2018,PRE,32.65306122
Decision influencer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,27.76938916
Decision influencer,Nebraska,2018,PRE,80.00988386
Farmer,Nebraska,2018,PRE,0
Decision influencer,Nebraska,2018,PRE,50.00068639
Decision influencer,Nebraska,2018,PRE,100
Farmer,Nebraska,2018,PRE,0
Decision influencer,Nebraska,2018,PRE,100
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,29.41860465
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Decision influencer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Decision influencer,Nebraska,2018,PRE,0
Decision influencer,Nebraska,2018,PRE,5.000061775
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,25.00123548
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Decision influencer,Nebraska,2018,PRE,40.0004942
Farmer,Nebraska,2018,PRE,100
Decision influencer,Nebraska,2018,PRE,20.0002471
Farmer,Nebraska,2018,PRE,40.0004942
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Decision influencer,Nebraska,2018,PRE,53.52917236
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,100
Farmer,Nebraska,2018,PRE,13.34431631
,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,12.49691129
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,32.03163618
Farmer,Nebraska,2018,PRE,16.01186064
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,50
Decision influencer,Nebraska,2018,PRE,50.00123551
Decision influencer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,98.45559846
Farmer,Nebraska,2018,PRE,74.98455837
Decision influencer,Nebraska,2018,PRE,11.90431365
Decision influencer,Nebraska,2018,PRE,34.15841584
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,100
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Decision influencer,Nebraska,2018,PRE,100
Farmer,Nebraska,2018,PRE,16.01581809
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,66.63920923
Farmer,Nebraska,2018,PRE,100
Farmer,Nebraska,2018,PRE,89.9925871
Farmer,Nebraska,2018,PRE,100
Farmer,Nebraska,2018,PRE,100
Farmer,Nebraska,2018,PRE,66.65568369
Farmer,Nebraska,2018,PRE,75
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Decision influencer,Nebraska,2018,PRE,20.00019768
Decision influencer,Nebraska,2018,PRE,1.000766018
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
,Nebraska,2018,PRE,100
Decision influencer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,3.789126853
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Decision influencer,Nebraska,2018,PRE,24.99969113
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,100
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Decision influencer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,100
Decision influencer,Nebraska,2018,PRE,59.99802313
Farmer,Nebraska,2018,PRE,100
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,13.34431631
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Decision influencer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,100
Farmer,Nebraska,2018,PRE,8.896210873
Decision influencer,Nebraska,2018,PRE,9.995058068
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,13.34431631
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,46.65568369
Decision influencer,Nebraska,2018,PRE,16.66666667
Decision influencer,Nebraska,2018,PRE,46.15472344
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,38.65168539
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,80.02965892
,Nebraska,2018,PRE,0
,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,50
Decision influencer,Nebraska,2018,PRE,0
Decision influencer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,100
Farmer,Nebraska,2018,PRE,100
Decision influencer,Nebraska,2018,PRE,3.998023227
Farmer,Nebraska,2018,PRE,50
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,40
Decision influencer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,50
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,100
